Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4931,Madden NFL 2005,GBA,2004.0,Sports,Electronic Arts,0.28,0.1,0.0,0.01,0.39
9123,Cabela's Outdoor Adventures (2009),PS2,2009.0,Sports,Activision Value,0.07,0.05,0.0,0.02,0.14
13271,Ship Simulator Extremes,PC,2010.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05
2991,Mercenaries: Playground of Destruction,XB,2005.0,Action,LucasArts,0.54,0.11,0.0,0.03,0.68
12929,Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993.0,Role-Playing,Epoch,0.0,0.0,0.05,0.0,0.05
4421,The Thing,PS2,2002.0,Adventure,Vivendi Games,0.22,0.17,0.0,0.06,0.44
1153,Far Cry 2,X360,2008.0,Action,Ubisoft,0.71,0.69,0.02,0.18,1.6
860,Dragon Age: Inquisition,PS4,2014.0,Role-Playing,Electronic Arts,0.72,0.86,0.08,0.32,1.97
6433,Scene It? Twilight,Wii,2009.0,Misc,Konami Digital Entertainment,0.16,0.08,0.0,0.02,0.27
7490,Need for Speed Carbon: Own the City,DS,2006.0,Racing,Electronic Arts,0.17,0.02,0.0,0.02,0.21
13592,SPRay,Wii,2008.0,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.04
10497,Revolution X,PS,1995.0,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1
11990,MLB Front Office Manager,X360,2009.0,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07
7738,Iron Chef America: Supreme Cuisine,DS,2008.0,Simulation,Destineer,0.18,0.0,0.0,0.01,0.19
1222,The Simpsons Game,DS,2007.0,Action,Electronic Arts,0.57,0.79,0.0,0.17,1.53
7238,Dragon Ball: Origins (JP & incomplete US sales),DS,2008.0,Adventure,Atari,0.04,0.0,0.17,0.0,0.22
13558,Record of Agarest War: Marriage,PSP,2012.0,Role-Playing,Compile Heart,0.0,0.0,0.04,0.0,0.04
1138,Mario Hoops 3 on 3,DS,2006.0,Sports,Nintendo,0.99,0.04,0.49,0.1,1.62
1642,F1 2011,PS3,2011.0,Racing,Codemasters,0.12,0.75,0.11,0.25,1.22
2850,Driver: San Francisco,X360,2011.0,Racing,Ubisoft,0.25,0.39,0.0,0.08,0.72
16132,Umineko no Naku Koro ni Portable 1,PSP,2011.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01
3001,Fight Night 2004,XB,2004.0,Fighting,Electronic Arts,0.51,0.15,0.0,0.02,0.68
10114,Samurai Warriors 4-II,PS4,2015.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11
8371,Disney's Planes,Wii,2013.0,Simulation,Disney Interactive Studios,0.08,0.07,0.0,0.02,0.17
6017,Angry Birds Star Wars,X360,2013.0,Strategy,Activision,0.16,0.11,0.0,0.03,0.29
4977,Saints Row IV,PS4,2015.0,Action,Deep Silver,0.13,0.17,0.03,0.06,0.38
13437,Mighty No. 9,PS4,2016.0,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05
2918,NCAA Football 98,PS,1997.0,Sports,Electronic Arts,0.39,0.27,0.0,0.05,0.7
11985,Caesars Palace Advance: Millennium Gold Edition,GBA,2001.0,Misc,Majesco Entertainment,0.05,0.02,0.0,0.0,0.07
7983,La Pucelle: Tactics,PS2,2002.0,Role-Playing,Tecmo Koei,0.09,0.07,0.0,0.02,0.19
8707,Ultimate Spider-Man,DS,2005.0,Action,Activision,0.14,0.0,0.0,0.01,0.16
13599,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,2006.0,Adventure,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04
9281,Cruise Ship Vacation Games,Wii,2009.0,Puzzle,Avanquest,0.13,0.0,0.0,0.01,0.14
11402,Pinobee: Wings of Adventure,GBA,2001.0,Platform,Hudson Entertainment,0.06,0.02,0.0,0.0,0.08
7156,G-Force,PS3,2009.0,Action,Disney Interactive Studios,0.13,0.06,0.0,0.03,0.22
5223,Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009.0,Fighting,Ubisoft,0.33,0.0,0.0,0.03,0.36
3345,NBA 2K8,PS2,2007.0,Sports,Take-Two Interactive,0.5,0.02,0.0,0.08,0.6
7574,Captain America: Super Soldier,PS3,2011.0,Action,Sega,0.1,0.07,0.0,0.03,0.2
1665,Test Drive 4,PS,1997.0,Racing,Electronic Arts,0.67,0.46,0.0,0.08,1.21
7738,Iron Chef America: Supreme Cuisine,DS,2008.0,Simulation,Destineer,0.18,0.0,0.0,0.01,0.19
12345,Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004.0,Action,Ubisoft,0.05,0.02,0.0,0.0,0.06
7910,Pet Zombies,3DS,,Simulation,Majesco Entertainment,0.18,0.0,0.0,0.01,0.19
8423,Nobunaga no Yabou: Tenshoki,SNES,1996.0,Strategy,Tecmo Koei,0.0,0.0,0.17,0.0,0.17
4042,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006.0,Shooter,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49
13793,CSI: Fatal Conspiracy,PC,2010.0,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04
16048,Guitar Hero III: Legends of Rock,PC,2007.0,Misc,Aspyr,0.01,0.0,0.0,0.0,0.01
9806,X2: Wolverine's Revenge,GC,2003.0,Platform,Activision,0.09,0.02,0.0,0.0,0.12
15962,Technic Beat,PS2,2002.0,Misc,Arika,0.01,0.01,0.0,0.0,0.02
4984,Shin Megami Tensei: Nocturne,PS2,2003.0,Role-Playing,Ghostlight,0.07,0.05,0.25,0.02,0.38
10545,Inazuma Eleven GO Strikers 2013,Wii,2012.0,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.1
7034,Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,2007.0,Sports,Detn8 Games,0.21,0.0,0.0,0.02,0.23
23,Super Mario Bros. 3,NES,1988.0,Platform,Nintendo,9.54,3.44,3.84,0.46,17.28
12520,The Legend of Heroes VII: The Trail of Blue,PSV,2014.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.06,0.0,0.06
896,The Legend of Zelda: Oracle of Ages,GB,2001.0,Action,Nintendo,0.92,0.53,0.41,0.06,1.92
9722,All Kamen Rider: Rider Generation,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
11048,Saikyou Habu Shogi,N64,1996.0,Misc,Seta Corporation,0.0,0.0,0.06,0.03,0.09
526,Star Wars: The Force Unleashed,X360,2008.0,Action,LucasArts,1.74,0.8,0.0,0.26,2.8
10815,MindJack,X360,2011.0,Shooter,Square Enix,0.07,0.02,0.0,0.01,0.1
2994,Bushido Blade 2,PS,1998.0,Fighting,SquareSoft,0.25,0.17,0.22,0.04,0.68
4301,Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015.0,Puzzle,Nintendo,0.05,0.05,0.34,0.01,0.46
7832,Binary Domain,X360,2012.0,Action,Sega,0.09,0.07,0.02,0.02,0.19
13105,LEGO The Hobbit,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.01,0.05
12476,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014.0,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
5827,Shrek Swamp Kart Speedway,GBA,2002.0,Racing,TDK Mediactive,0.22,0.08,0.0,0.01,0.3
2906,Tony Hawk's Underground,GC,2003.0,Sports,Activision,0.54,0.14,0.0,0.02,0.7
7312,Blue Dragon Plus,DS,2008.0,Role-Playing,Ignition Entertainment,0.12,0.04,0.05,0.01,0.22
7532,Midnight Club 3: DUB Edition Remix,XB,2006.0,Racing,Take-Two Interactive,0.15,0.04,0.0,0.01,0.2
8560,Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005.0,Role-Playing,Banpresto,0.0,0.0,0.16,0.0,0.16
3815,Go Diego Go! Safari Rescue,Wii,2008.0,Action,Take-Two Interactive,0.48,0.01,0.0,0.04,0.53
2718,FIFA 15,Wii,2014.0,Sports,Electronic Arts,0.24,0.46,0.0,0.06,0.76
1093,"Monsters, Inc.",GBA,2001.0,Adventure,THQ,0.59,0.95,0.03,0.1,1.67
967,NBA 2K11,PS3,2010.0,Action,Take-Two Interactive,1.41,0.21,0.03,0.16,1.8
